plaats_id,naam_id
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2782GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2782GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2783GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2783GM9A
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D644GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D644GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D645GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D645GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D646GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D646GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D647GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D647GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D648GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D648GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D649GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D649GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D651GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D651GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D652GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D652GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D653GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D653GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D654GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D654GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D655GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D655GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D656GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D656GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D657GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D657GM9A4
https://data.archiefpunt.be/plaatsen/PL12-4982-C1E6-1260-EB3D658GM9A4,https://data.archiefpunt.be/namen/PN12-4982-C1E6-1260-EB3D658GM9A4
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2541GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2541GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2542GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2542GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2543GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2543GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2545GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2545GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2546GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2546GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2547GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2547GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2549GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2549GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2550GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2550GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2551GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2551GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2552GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2552GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2553GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2553GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2554GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2554GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2555GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2555GM9A
https://data.archiefpunt.be/plaatsen/PL12-669D-5688-1260-931A2556GM9A,https://data.archiefpunt.be/namen/PN12-669D-5688-1260-931A2556GM9A
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D702GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D702GM9A4
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D704GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D704GM9A4
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D705GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D705GM9A4
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D707GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D707GM9A4
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D709GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D709GM9A4
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D710GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D710GM9A4
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D711GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D711GM9A4
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D712GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D712GM9A4
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D713GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D713GM9A4
https://data.archiefpunt.be/plaatsen/PL13-3962-9FE6-1260-EB3D715GM9A4,https://data.archiefpunt.be/namen/PN13-3962-9FE6-1260-EB3D715GM9A4
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2606GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2606GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2609GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2609GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2611GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2611GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2612GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2612GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2613GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2613GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2614GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2614GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2616GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2616GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2617GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2617GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2618GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2618GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2619GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2619GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2620GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2620GM9A
https://data.archiefpunt.be/plaatsen/PL13-567D-3488-1260-931A2621GM9A,https://data.archiefpunt.be/namen/PN13-567D-3488-1260-931A2621GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2721GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2721GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2722GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2722GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2724GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2724GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2727GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2727GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2728GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2728GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2729GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2729GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2731GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2731GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2733GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2733GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2734GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2734GM9A
https://data.archiefpunt.be/plaatsen/PL15-3CE8-6428-8126-931A2735GM9A,https://data.archiefpunt.be/namen/PN15-3CE8-6428-8126-931A2735GM9A
https://data.archiefpunt.be/plaatsen/PL16-F0C1-8AEE-6126-EB3D757GM9A4,https://data.archiefpunt.be/namen/PN16-F0C1-8AEE-6126-EB3D757GM9A4
https://data.archiefpunt.be/plaatsen/PL16-F0C1-8AEE-6126-EB3D763GM9A4,https://data.archiefpunt.be/namen/PN16-F0C1-8AEE-6126-EB3D763GM9A4
https://data.archiefpunt.be/plaatsen/PL16-F293-3438-8126-931A2671GM9A,https://data.archiefpunt.be/namen/PN16-F293-3438-8126-931A2671GM9A
https://data.archiefpunt.be/plaatsen/PL16-F293-3438-8126-931A2673GM9A,https://data.archiefpunt.be/namen/PN16-F293-3438-8126-931A2673GM9A
https://data.archiefpunt.be/plaatsen/PL16-F293-3438-8126-931A2674GM9A,https://data.archiefpunt.be/namen/PN16-F293-3438-8126-931A2674GM9A
https://data.archiefpunt.be/plaatsen/PL16-F293-3438-8126-931A2675GM9A,https://data.archiefpunt.be/namen/PN16-F293-3438-8126-931A2675GM9A
https://data.archiefpunt.be/plaatsen/PL16-F293-3438-8126-931A2676GM9A,https://data.archiefpunt.be/namen/PN16-F293-3438-8126-931A2676GM9A
https://data.archiefpunt.be/plaatsen/PL16-F293-3438-8126-931A2678GM9A,https://data.archiefpunt.be/namen/PN16-F293-3438-8126-931A2678GM9A
https://data.archiefpunt.be/plaatsen/PL16-F293-3438-8126-931A2679GM9A,https://data.archiefpunt.be/namen/PN16-F293-3438-8126-931A2679GM9A
https://data.archiefpunt.be/plaatsen/PL16-F293-3438-8126-931A2682GM9A,https://data.archiefpunt.be/namen/PN16-F293-3438-8126-931A2682GM9A
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D211GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D211GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D212GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D212GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D215GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D215GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D216GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D216GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D217GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D217GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D218GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D218GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D220GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D220GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D221GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D221GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D222GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D222GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D223GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D223GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D224GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D224GM9A4
https://data.archiefpunt.be/plaatsen/PL17-5C6D-FBE6-1260-EB3D225GM9A4,https://data.archiefpunt.be/namen/PN17-5C6D-FBE6-1260-EB3D225GM9A4
https://data.archiefpunt.be/plaatsen/PL17-7988-9088-1260-931A2111GM9A,https://data.archiefpunt.be/namen/PN17-7988-9088-1260-931A2111GM9A
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D716GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D716GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D718GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D718GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D719GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D719GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D720GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D720GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D721GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D721GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D722GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D722GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D723GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D723GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D724GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D724GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D727GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D727GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A66C-5AFE-6126-EB3D729GM9A4,https://data.archiefpunt.be/namen/PN17-A66C-5AFE-6126-EB3D729GM9A4
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2622GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2622GM9A
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2623GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2623GM9A
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2624GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2624GM9A
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2625GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2625GM9A
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2626GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2626GM9A
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2627GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2627GM9A
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2628GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2628GM9A
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2629GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2629GM9A
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2630GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2630GM9A
https://data.archiefpunt.be/plaatsen/PL17-A83E-0448-8126-931A2631GM9A,https://data.archiefpunt.be/namen/PN17-A83E-0448-8126-931A2631GM9A
